182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,405,406,407,504,505,506,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,437,438,439,536,537,538,182,182
182,182,182,182,182,499,374,499,374,499,182,499,182,499,182,499,182,499,182,499,566,566,566,499,182,182,182,469,470,471,568,569,570,182,182
182,182,182,182,182,531,374,531,182,531,182,531,182,531,182,531,182,531,252,531,281,281,281,531,182,182,182,405,406,407,182,600,182,182,182
182,182,182,182,182,563,182,563,182,563,182,563,182,563,182,563,182,563,284,563,566,566,566,563,182,599,182,627,628,629,182,600,182,182,182
182,182,182,182,481,499,483,499,482,499,481,499,483,499,482,499,482,499,481,499,525,526,527,499,182,182,182,662,662,662,182,600,182,182,182
182,182,182,182,513,531,515,531,514,531,513,531,515,531,514,531,514,531,513,531,557,558,559,531,182,599,182,662,662,662,182,600,182,182,182
182,182,182,182,182,563,182,563,182,563,182,563,182,563,182,563,182,563,182,563,566,566,566,563,182,182,182,659,660,661,182,600,182,599,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,469,470,471,182,634,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,598,597,182,182,182,182,182,566,566,566,182,182,599,182,405,406,407,182,182,182,182,182
182,182,182,182,182,182,182,374,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,501,502,503,182,182,182,182,182
182,182,182,182,182,182,374,374,374,374,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,402,403,182,182,182,374,374,182,182,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,434,435,182,182,182,182,182,182,182,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
