-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,3,3,3,3,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,119,243,413,414,416,416,415,416,412,413,412,413,121,8,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,119,243,415,415,410,1649,-1,-1,1551,523,-1,-1,523,-1,522,408,409,409,121,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,243,410,410,465,465,1551,-1,465,464,-1,523,464,523,1551,1551,522,-1,464,523,408,409,121,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,410,410,1551,-1,465,-1,-1,-1,1551,1551,-1,1551,523,-1,464,-1,464,-1,464,-1,523,-1,408,409,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,243,410,-1,1649,1649,523,1551,-1,522,464,465,1649,1551,-1,-1,464,-1,523,1649,-1,1649,464,1551,1649,522,1551,408,121,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,410,410,1649,1649,-1,-1,465,-1,-1,-1,-1,-1,-1,1649,-1,-1,1551,-1,-1,1649,-1,-1,-1,-1,-1,-1,-1,522,408,409,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,410,-1,465,-1,-1,522,1649,-1,1551,1551,1551,464,465,465,1649,464,465,523,1649,-1,522,465,-1,523,1551,-1,523,465,465,1649,465,408,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,410,1551,1649,464,-1,-1,-1,-1,522,465,464,-1,-1,522,-1,-1,523,1649,-1,-1,-1,522,-1,465,464,1551,523,465,-1,-1,523,-1,-1,408,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179,410,523,-1,464,465,523,-1,-1,1649,-1,1649,-1,523,464,-1,-1,-1,523,-1,-1,465,-1,-1,523,1551,523,-1,1649,522,-1,465,-1,465,-1,523,408,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,523,-1,1551,465,464,1649,465,464,465,465,1551,-1,523,1551,-1,1551,1551,464,1649,523,1649,1551,465,-1,522,-1,-1,-1,1649,-1,1649,523,-1,522,523,464,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,410,522,523,464,465,464,523,-1,464,522,-1,1551,465,464,464,523,1551,464,464,465,1649,523,465,-1,-1,522,-1,-1,1649,464,522,464,-1,-1,-1,1551,523,408,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,410,465,-1,-1,464,-1,-1,464,465,464,465,1551,-1,523,1551,522,1551,1551,1551,464,1649,-1,523,1649,465,1649,-1,1649,522,523,-1,-1,464,523,-1,-1,465,1649,-1,408,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,1649,464,-1,522,1551,522,523,465,-1,-1,-1,1649,1649,1649,522,465,1551,523,1649,1551,526,-1,1649,-1,-1,523,464,522,465,523,522,523,523,1551,-1,523,1551,523,-1,1649,121,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,410,523,464,465,-1,1649,465,523,523,522,523,-1,464,522,1551,-1,-1,465,522,522,522,522,-1,-1,-1,-1,464,464,523,523,464,1551,-1,465,-1,465,464,1551,-1,1551,-1,408,233,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,-1,465,522,523,523,-1,-1,-1,-1,523,-1,523,523,1551,523,-1,-1,464,522,-1,522,-1,-1,465,-1,-1,522,-1,-1,464,1551,522,-1,465,-1,465,1551,1551,1551,523,522,-1,121,11,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,410,464,522,464,-1,-1,1649,-1,522,1649,522,-1,1551,1649,522,1551,1649,-1,-1,1551,1551,-1,1649,523,-1,1551,1551,464,-1,-1,1551,523,-1,464,522,-1,1551,465,522,522,1551,1649,1551,408,233,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,522,522,464,465,465,522,-1,1649,1551,-1,522,-1,-1,1649,-1,-1,-1,1649,465,523,523,464,1551,523,1649,1649,522,1551,1649,-1,-1,522,523,465,465,-1,465,-1,-1,522,465,-1,1551,465,233,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,243,-1,-1,-1,464,464,-1,465,-1,465,-1,464,464,523,464,1551,-1,-1,464,1551,522,522,522,465,464,-1,464,1649,464,1649,464,464,-1,464,-1,-1,464,465,-1,-1,1551,522,-1,464,465,350,11,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,185,410,-1,-1,-1,1649,1649,465,-1,1649,-1,-1,-1,-1,464,-1,-1,-1,-1,1649,-1,464,523,-1,523,-1,464,1649,-1,523,1649,-1,-1,1551,522,-1,523,-1,-1,522,1649,465,-1,-1,465,523,408,291,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,291,1551,465,-1,-1,-1,522,465,1649,522,-1,523,465,-1,1649,1551,523,-1,1551,522,-1,1551,1649,523,-1,-1,-1,1551,-1,522,1551,1551,-1,1551,1649,-1,-1,1649,464,523,1551,523,465,-1,522,1551,464,291,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,175,464,-1,-1,523,-1,-1,-1,-1,523,464,-1,-1,465,465,-1,1649,464,465,1649,1649,1551,-1,522,-1,1551,-1,1649,-1,-1,-1,465,-1,465,1551,522,1649,464,-1,465,-1,-1,-1,522,522,-1,522,291,-1,-1,-1,-1,-1,-1,-1
