182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,481,482,483,483,483,483,483,483,483,483,483,483,483,483,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,513,514,515,515,515,515,515,515,515,515,515,515,515,515,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,182,182,182,182,182,182,598,597,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,182,374,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,182,182,182,182,566,566,566,182,182,182,182,182
182,182,182,182,182,182,374,374,374,374,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,402,403,182,182,182,374,374,182,182,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,434,435,182,182,182,182,182,182,182,374,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
182,182,182,182,182,182,182,182,182,182,182,182,182,182,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566
